date,pixel_id,ndvi,temperature,humidity,soil_moisture
2024-08-24,0,0.34734131897844867,24.029645242409412,81.46836937069975,36.29280540744651
2024-08-25,0,0.34718734496905945,24.65346542038609,80.364007484788,36.11532375861358
2024-08-26,0,0.3822453770570899,30.109544712434364,81.77530550410815,35.29881980338633
2024-08-27,0,0.39052317288977456,24.78356637787794,80.43863901988546,38.68709490525315
2024-08-28,0,0.4000016221235197,24.522362244789015,81.02347895548803,39.04565402745103
2024-08-29,0,0.38856694039265643,26.48471862952113,81.49214300335815,37.61966399369253
2024-08-30,0,0.3764914654402051,26.073248145940305,79.84444564895995,37.1085150153292
2024-08-31,0,0.39119187856007437,27.026633430770257,79.43762947039271,36.804024453514444
2024-09-01,0,0.38462867088115976,28.082598588341753,81.09096452438365,36.54895144582894
2024-09-02,0,0.4077097738092658,24.316376165432423,80.98315034717074,39.858977377413
2024-09-03,0,0.4031914248927322,24.585228882413595,84.0647759055401,36.658934988882514
2024-09-04,0,0.38529046591668425,24.74575640385498,81.7314525573163,37.16383776161557
2024-09-05,0,0.4033553900941628,22.00085910983573,84.85841207245471,36.03886149428984
2024-09-06,0,0.4354131752392334,22.20221598519465,79.34725114377977,36.38423852508454
2024-09-07,0,0.4061213158889725,27.203982159882496,84.31088576276747,36.03938104229681
2024-09-08,0,0.40337506852291716,23.23742384714015,77.92428595434558,37.19906118578507
2024-09-09,0,0.4164838283242261,23.913279406283607,80.06750823096236,36.799506805042085
2024-09-10,0,0.37896297994857225,22.342425499242605,79.89054353289379,38.40287489950635
2024-09-11,0,0.43765937110063663,24.090206003947976,80.81497021236441,35.51570900946048
2024-09-12,0,0.446212112031802,25.365361049031222,80.56709036985241,39.02640840454169
2024-09-13,0,0.39250208350924803,25.486305304272218,77.75405501389989,39.685877071231644
2024-09-14,0,0.3938913932371313,25.58859152915791,78.59626135134414,37.613813884974064
2024-09-15,0,0.39398651071135765,24.802931558724925,80.9563222621589,38.183437440394144
2024-09-16,0,0.4186076762887211,27.334202483363647,79.91294574764015,37.88053668561858
2024-09-17,0,0.46335310390402135,28.735104162614082,74.37629255612778,37.65867569155251
2024-09-18,0,0.4523946262362366,23.773642380840563,75.94084005748147,36.84681260786837
2024-09-19,0,0.4413756576636202,28.09188517514113,78.47075642062022,36.35430785586033
2024-09-20,0,0.42936100595040166,24.97316978777549,79.3928850617412,37.3847991575407
2024-09-21,0,0.4439831724843931,26.440688111220773,80.06404381720392,37.12976794951472
2024-09-22,0,0.4284054383956796,28.181197643303104,84.60259829218455,36.44218617520673
2024-08-24,1,0.3389732837192979,31.510535484860732,61.24722557945701,30.265320495687902
2024-08-25,1,0.32230209512229346,29.79737053781841,61.291706345831955,30.20192768416328
2024-08-26,1,0.33238075632745806,31.004903725703905,61.85244608847557,29.171824876432844
2024-08-27,1,0.33512129589204376,31.02916457640738,59.30055227758204,31.47815640894889
2024-08-28,1,0.3394519610715785,29.882766367322724,61.19459649502376,31.083034324543355
2024-08-29,1,0.3159913945452562,31.107732861509508,64.48023228543819,30.924086319511442
2024-08-30,1,0.3580783686157061,29.187824744390745,60.85872611846013,31.421404072997497
2024-08-31,1,0.3337487349399155,32.17231380334399,64.4105270450397,29.63137711929435
2024-09-01,1,0.3461850894752414,31.673857900443846,62.597163063354195,31.320804923052282
2024-09-02,1,0.3348513027239711,28.331315961335964,62.817266621197106,29.88627588306223
2024-09-03,1,0.37746074634113846,30.57281614751028,66.22606607467853,32.14807565457199
2024-09-04,1,0.3638400876538095,26.733062471650918,67.61551420749119,31.6306053502051
2024-09-05,1,0.32544530150526696,31.25387478692169,63.36582102915528,29.675170574255542
2024-09-06,1,0.37628181053769094,34.10796022326292,63.72162006055021,32.27132472505135
2024-09-07,1,0.4079062590798521,29.855096724197402,60.53996890522573,30.858062827493054
2024-09-08,1,0.3992671174895809,28.26661996812129,64.00504292108612,30.509671960835405
2024-09-09,1,0.39741494778413056,28.906532338056266,65.37633430297562,30.459003417547965
2024-09-10,1,0.3738475597455655,33.05933230893283,68.05394204367416,30.350995699731723
2024-09-11,1,0.38274912054679255,30.988305770968726,63.97215308232052,29.11738271181725
2024-09-12,1,0.39023943834255254,29.413589857453196,64.10790559005605,30.107667133083588
2024-09-13,1,0.3988617420245552,31.65346838498599,65.1716530710682,29.195844984399628
2024-09-14,1,0.4183739746530782,29.27815222926488,61.49527156230576,31.14586542597065
2024-09-15,1,0.39517779751711213,30.32573809753647,61.00285444067162,29.850728815843418
2024-09-16,1,0.42608284843423244,29.997349702178557,62.35230797278379,31.384570782551513
2024-09-17,1,0.42794012465882253,28.782818554196194,65.54614453277904,30.959089079145752
2024-09-18,1,0.4000103956752279,34.19328438666313,61.23986464060931,31.073675580646952
2024-09-19,1,0.4089321929102717,28.11801010333042,63.27234736166491,31.698750837687637
2024-09-20,1,0.387681192588922,30.96560534341828,66.82002182031816,31.901117678618345
2024-09-21,1,0.4120926161691343,29.398900606158122,67.0844777803674,31.355549660899356
2024-09-22,1,0.4296555809675257,28.286098229626905,69.01684922078826,31.72551465066114
2024-08-24,2,0.3479115072826653,28.703485688332457,86.06899714022782,36.878375928449195
2024-08-25,2,0.33650508464918183,26.56618492374592,88.71770405028627,35.932419274245525
2024-08-26,2,0.3519598771289581,28.38227730414345,87.15480433895657,35.83119179244179
2024-08-27,2,0.377727901176914,26.69608112120511,87.4873668280845,36.923019217142986
2024-08-28,2,0.38874939459718477,29.813089418971185,88.24794286851554,35.88941160309552
2024-08-29,2,0.3880202953432923,29.87301682497736,88.38798551401224,35.41182805390054
2024-08-30,2,0.3727486032569311,30.705224854396736,88.8270009170191,34.969672893711284
2024-08-31,2,0.3560315516308981,24.88138228544233,87.43152115296499,36.39385455705759
2024-09-01,2,0.3914033158117455,28.76187701270294,87.35121078355252,37.255670389305635
2024-09-02,2,0.3997009561388873,28.66264467527634,88.4448845481967,34.60886671456405
2024-09-03,2,0.3849419100007743,27.40918551743458,87.53770469437528,34.70268995016967
2024-09-04,2,0.36255663176255487,28.421289821207594,92.16699059086821,36.40750358950649
2024-09-05,2,0.3941403080837982,24.950789584422576,93.43516333546958,36.80281971147304
2024-09-06,2,0.3618079116183214,26.038717765852134,88.615907106738,37.07157240927199
2024-09-07,2,0.3810108620902113,31.866963912021905,89.85886054764127,36.58279375462091
2024-09-08,2,0.40491294665315813,25.94196470286891,89.76001137902625,37.13232802768121
2024-09-09,2,0.41010404366469577,24.92184545841274,90.78963742553319,37.46560181104749
2024-09-10,2,0.41456461047577187,27.74205201768344,89.795113952987,36.476521897664654
2024-09-11,2,0.43450448656815527,28.228964128061637,88.27030173245802,36.78066041050248
2024-09-12,2,0.4385315641560845,27.37042921259476,86.91288093758763,35.57258953105309
2024-09-13,2,0.44334342962268936,26.872646156033493,90.34453674396299,36.69201237905277
2024-09-14,2,0.4447530079455992,28.412875991695195,91.33564472111387,35.99899485369771
2024-09-15,2,0.4191427646124129,23.626483467851138,85.46541847098244,34.5837192583183
